Pressure(hPa),O3PartialPressure(mPa),Temperature(C),GPHeight(m)
108.56,0.431,-81.5,16087
108.45,0.431,-81.5,16091
108.35,0.43,-81.6,16097
108.24,0.429,-81.6,16104
108.14,0.428,-81.7,16110
108.03,0.427,-81.7,16116
107.94,0.426,-81.8,16120
107.84,0.423,-81.8,16124
107.74,0.423,-81.8,16129
107.65,0.422,-81.9,16134
107.55,0.421,-82,16139
107.45,0.421,-82,16144
107.35,0.421,-82.1,16149
107.25,0.42,-82.1,16154
107.15,0.42,-82.1,16160
107.05,0.419,-82.1,16166
106.94,0.419,-82.1,16171
106.84,0.418,-82.2,16177
106.74,0.418,-82.2,16182
106.65,0.417,-82.3,16188
106.55,0.417,-82.3,16193
106.46,0.416,-82.3,16196
106.37,0.414,-82.3,16201
106.28,0.413,-82.4,16206
106.19,0.413,-82.4,16210
106.11,0.413,-82.4,16215
106.02,0.413,-82.4,16220
105.94,0.413,-82.4,16224
105.85,0.412,-82.4,16229
105.77,0.412,-82.5,16231
105.69,0.406,-82.5,16236
105.6,0.406,-82.5,16241
105.51,0.406,-82.5,16246
105.42,0.406,-82.6,16251
105.33,0.406,-82.6,16256
105.24,0.406,-82.6,16261
105.14,0.406,-82.6,16264
105.04,0.406,-82.6,16269
104.93,0.406,-82.6,16276
104.81,0.406,-82.6,16282
104.7,0.406,-82.6,16289
104.58,0.407,-82.7,16296
104.46,0.407,-82.7,16303
104.34,0.407,-82.7,16311
104.22,0.407,-82.7,16314
104.11,0.407,-82.7,16323
104,0.408,-82.7,16328
103.89,0.409,-82.7,16333
103.79,0.411,-82.8,16338
103.68,0.414,-82.8,16343
103.58,0.416,-82.8,16348
103.48,0.418,-82.8,16356
103.38,0.421,-82.8,16361
103.29,0.426,-82.7,16366
103.19,0.429,-82.7,16371
103.1,0.431,-82.7,16375
103.01,0.433,-82.7,16380
102.92,0.434,-82.7,16385
102.83,0.436,-82.7,16389
102.75,0.438,-82.7,16394
102.66,0.44,-82.7,16399
102.56,0.442,-82.8,16403
102.47,0.446,-82.8,16410
102.38,0.449,-82.9,16416
102.3,0.45,-82.9,16420
102.21,0.45,-83,16425
102.13,0.452,-83,16427
102.04,0.453,-82.9,16432
101.96,0.455,-82.9,16436
101.87,0.459,-82.9,16442
101.79,0.462,-82.9,16447
101.7,0.464,-82.9,16452
101.61,0.465,-83,16457
101.52,0.465,-83,16460
101.43,0.466,-83,16465
101.34,0.467,-83.1,16471
101.24,0.469,-83,16477
101.15,0.471,-83,16482
101.06,0.473,-83.1,16487
100.96,0.473,-83.1,16492
100.87,0.473,-83.1,16497
100.78,0.474,-83.2,16502
100.68,0.474,-83.2,16506
100.58,0.476,-83.2,16513
100.49,0.477,-83.1,16519
100.39,0.479,-83.1,16523
100.3,0.48,-83,16529
100.2,0.482,-83,16534
100.11,0.483,-83,16539
100.02,0.485,-83,16545
99.92,0.486,-83,16549
99.83,0.488,-83,16555
99.74,0.493,-83,16560
99.65,0.505,-83,16565
99.57,0.505,-83,16569
99.48,0.505,-83,16574
99.39,0.505,-83,16579
99.3,0.505,-83,16583
99.2,0.506,-83,16589
99.11,0.51,-83,16595
99.01,0.51,-83,16600
98.92,0.512,-83.1,16606
98.83,0.513,-83.1,16612
98.74,0.515,-83.1,16617
98.65,0.516,-83.2,16623
98.57,0.518,-83.2,16624
98.48,0.521,-83.2,16630
98.4,0.521,-83.2,16635
98.31,0.523,-83.3,16640
98.23,0.525,-83.3,16645
98.14,0.527,-83.3,16649
98.05,0.528,-83.4,16654
97.96,0.53,-83.4,16659
97.87,0.532,-83.4,16665
97.77,0.532,-83.4,16670
97.68,0.533,-83.5,16676
97.59,0.533,-83.5,16681
97.49,0.534,-83.5,16686
97.39,0.534,-83.6,16692
97.3,0.535,-83.6,16697
97.2,0.535,-83.6,16702
97.1,0.537,-83.7,16709
97.01,0.54,-83.7,16714
96.91,0.541,-83.7,16720
96.82,0.542,-83.8,16726
96.72,0.543,-83.8,16732
96.63,0.543,-83.8,16737
96.54,0.544,-83.9,16740
96.45,0.547,-83.9,16743
96.35,0.548,-83.9,16750
96.25,0.549,-84,16756
96.15,0.55,-84,16763
96.04,0.55,-84,16770
95.93,0.55,-84.1,16776
95.83,0.551,-84.1,16781
95.72,0.551,-84.1,16789
95.62,0.556,-84.2,16795
95.52,0.559,-84.2,16800
95.41,0.559,-84.2,16806
95.31,0.559,-84.2,16811
95.21,0.56,-84.2,16817
95.11,0.56,-84.1,16823
95.01,0.56,-84.1,16829
94.91,0.561,-84,16835
94.81,0.561,-83.9,16841
94.71,0.562,-83.9,16847
94.62,0.563,-83.8,16853
94.52,0.564,-83.8,16859
94.43,0.565,-83.8,16862
94.33,0.567,-83.8,16870
94.24,0.568,-83.8,16875
94.16,0.568,-83.8,16880
94.07,0.568,-83.9,16885
93.99,0.568,-83.9,16890
93.91,0.569,-83.9,16895
93.82,0.569,-83.9,16897
93.74,0.569,-83.9,16901
93.64,0.569,-83.9,16908
93.55,0.57,-83.9,16914
93.45,0.57,-83.9,16921
93.36,0.571,-83.9,16928
93.27,0.571,-84,16935
93.18,0.572,-84,16939
93.09,0.572,-84,16943
93.01,0.572,-84,16947
92.93,0.573,-84,16951
92.85,0.573,-84,16955
92.76,0.574,-84,16959
92.67,0.575,-83.9,16968
92.59,0.578,-83.8,16974
92.5,0.58,-83.7,16978
92.41,0.581,-83.6,16983
92.33,0.584,-83.5,16988
92.24,0.587,-83.4,16994
92.16,0.591,-83.3,16997
92.07,0.594,-83.3,17002
91.99,0.599,-83.2,17010
91.9,0.6,-83.1,17012
91.82,0.601,-83.1,17018
91.74,0.604,-83.1,17024
91.65,0.606,-83.1,17030
91.58,0.609,-83.1,17036
91.5,0.612,-83.1,17038
91.42,0.613,-83.2,17042
91.35,0.62,-83.2,17047
91.27,0.633,-83.2,17051
91.2,0.634,-83.2,17055
91.12,0.636,-83.3,17059
91.03,0.638,-83.3,17067
90.95,0.64,-83.3,17074
90.87,0.643,-83.3,17075
90.79,0.644,-83.2,17081
90.71,0.655,-83.1,17088
90.63,0.662,-82.9,17092
90.55,0.664,-82.9,17096
90.47,0.665,-82.8,17101
90.4,0.665,-82.8,17106
90.33,0.666,-82.7,17110
90.25,0.667,-82.7,17115
90.18,0.667,-82.6,17119
90.1,0.679,-82.5,17120
90.02,0.682,-82.5,17128
89.94,0.685,-82.4,17134
89.86,0.692,-82.4,17138
89.78,0.694,-82.4,17144
89.7,0.7,-82.4,17150
89.62,0.707,-82.4,17154
89.54,0.714,-82.4,17158
89.46,0.716,-82.5,17163
89.38,0.721,-82.5,17168
89.3,0.726,-82.5,17174
89.22,0.731,-82.6,17179
89.14,0.736,-82.6,17184
89.07,0.741,-82.7,17187
88.99,0.744,-82.7,17192
88.91,0.746,-82.7,17198
88.83,0.749,-82.6,17203
88.76,0.753,-82.6,17208
88.68,0.756,-82.6,17213
88.6,0.76,-82.6,17219
88.53,0.764,-82.6,17220
88.45,0.766,-82.6,17226
88.38,0.767,-82.5,17232
88.3,0.771,-82.5,17237
88.23,0.774,-82.6,17241
88.16,0.777,-82.6,17245
88.08,0.78,-82.6,17250
88.01,0.782,-82.6,17254
87.93,0.785,-82.6,17259
87.86,0.788,-82.6,17265
87.78,0.792,-82.5,17269
87.7,0.795,-82.5,17274
87.63,0.796,-82.5,17279
87.55,0.798,-82.5,17284
87.48,0.799,-82.4,17289
87.41,0.801,-82.4,17295
87.34,0.802,-82.3,17296
87.26,0.809,-82.2,17301
87.19,0.816,-82.1,17307
87.12,0.82,-82.1,17312
87.05,0.826,-82,17316
86.98,0.831,-82,17321
86.91,0.835,-82,17326
86.84,0.839,-81.9,17329
86.77,0.845,-81.9,17334
86.69,0.852,-81.9,17339
86.62,0.859,-81.9,17343
86.55,0.863,-81.9,17348
86.48,0.867,-81.8,17353
86.4,0.871,-81.8,17358
86.33,0.875,-81.8,17363
86.26,0.879,-81.7,17367
86.19,0.882,-81.7,17372
86.11,0.882,-81.6,17377
86.04,0.883,-81.6,17381
85.97,0.883,-81.5,17386
85.9,0.884,-81.4,17391
85.84,0.887,-81.4,17394
85.77,0.896,-81.3,17398
85.7,0.897,-81.3,17403
85.63,0.899,-81.2,17408
85.56,0.904,-81.2,17413
85.5,0.91,-81.1,17417
85.43,0.916,-81.1,17422
85.36,0.921,-81.1,17425
85.29,0.923,-81.1,17430
85.22,0.925,-81.1,17435
85.15,0.927,-81.1,17440
85.08,0.929,-81.1,17445
85.01,0.932,-81.2,17450
84.94,0.934,-81.2,17454
84.87,0.936,-81.2,17459
84.8,0.939,-81.3,17462
84.74,0.943,-81.3,17467
84.68,0.949,-81.2,17470
84.61,0.951,-81.2,17475
84.55,0.951,-81.2,17480
84.48,0.952,-81.2,17484
84.42,0.953,-81.1,17489
84.35,0.953,-81.1,17493
84.29,0.954,-81,17493
84.22,0.959,-81,17501
84.15,0.962,-80.9,17507
84.08,0.963,-80.9,17511
84.02,0.963,-80.9,17516
83.95,0.963,-80.9,17520
83.89,0.963,-80.9,17525
83.82,0.963,-80.9,17530
83.76,0.963,-80.9,17528
83.7,0.963,-80.9,17536
83.64,0.965,-80.9,17541
83.57,0.971,-81,17545
83.51,0.971,-81,17549
83.45,0.972,-81,17554
83.38,0.972,-81,17558
83.32,0.972,-81,17562
83.25,0.972,-81,17565
83.18,0.975,-81,17569
83.11,0.975,-81,17576
83.03,0.979,-81,17581
82.96,0.982,-81,17587
82.88,0.983,-81,17593
82.81,0.985,-81,17598
82.74,0.987,-81,17604
82.67,0.988,-81,17605
82.61,0.992,-81,17608
82.54,1,-81,17613
82.47,1.004,-80.9,17621
82.4,1.006,-80.9,17625
82.33,1.008,-80.9,17629
82.25,1.01,-80.9,17633
82.17,1.013,-80.8,17639
82.09,1.015,-80.8,17644
82.01,1.016,-80.8,17650
81.93,1.022,-80.8,17657
81.85,1.025,-80.8,17663
81.77,1.025,-80.9,17668
81.7,1.025,-80.9,17674
81.62,1.026,-80.9,17680
81.55,1.026,-80.9,17684
81.48,1.031,-80.8,17687
81.42,1.037,-80.8,17691
81.35,1.038,-80.6,17695
81.27,1.039,-80.5,17701
81.2,1.04,-80.3,17706
81.12,1.041,-80.1,17712
81.04,1.041,-80,17717
80.96,1.047,-79.8,17725
80.88,1.057,-79.7,17732
80.8,1.059,-79.6,17735
80.72,1.06,-79.6,17740
80.65,1.062,-79.6,17746
80.57,1.066,-79.6,17751
80.5,1.069,-79.6,17756
80.43,1.072,-79.6,17762
80.36,1.076,-79.6,17767
80.3,1.08,-79.6,17769
80.23,1.084,-79.6,17775
80.16,1.086,-79.6,17780
80.08,1.09,-79.7,17785
80.01,1.094,-79.7,17790
79.94,1.098,-79.7,17795
79.86,1.102,-79.8,17800
79.79,1.106,-79.8,17808
79.71,1.108,-79.8,17812
79.64,1.108,-79.9,17817
79.56,1.108,-79.9,17822
79.49,1.108,-79.9,17827
79.42,1.108,-80,17833
79.35,1.108,-80,17838
79.27,1.109,-80,17842
79.2,1.11,-80,17848
79.12,1.112,-80,17853
79.05,1.112,-80.1,17859
78.97,1.113,-80.1,17865
78.9,1.113,-80.1,17870
78.82,1.114,-80.1,17876
78.75,1.114,-80.2,17882
78.67,1.115,-80.2,17884
78.6,1.119,-80.2,17890
78.52,1.12,-80.2,17896
78.44,1.121,-80.2,17902
78.36,1.121,-80.2,17908
78.28,1.122,-80.2,17914
78.2,1.123,-80.1,17921
78.13,1.13,-80.1,17924
78.05,1.139,-80,17930
77.97,1.146,-79.9,17936
77.89,1.152,-79.8,17942
77.81,1.158,-79.8,17948
77.72,1.163,-79.7,17954
77.64,1.169,-79.7,17960
77.56,1.175,-79.7,17968
77.48,1.177,-79.7,17973
77.4,1.177,-79.7,17979
77.32,1.177,-79.8,17985
77.24,1.177,-79.8,17991
77.16,1.178,-79.8,17996
77.09,1.178,-79.9,17998
77.01,1.18,-79.9,18006
76.94,1.182,-79.9,18012
76.86,1.182,-80,18018
76.78,1.182,-80,18023
76.7,1.182,-80.1,18029
76.61,1.182,-80.1,18035
76.52,1.183,-80.2,18040
76.42,1.183,-80.2,18047
76.33,1.184,-80.2,18057
76.23,1.185,-80.3,18065
76.13,1.186,-80.3,18073
76.04,1.187,-80.3,18082
75.95,1.188,-80.3,18090
75.87,1.189,-80.3,18093
75.79,1.189,-80.3,18095
75.72,1.195,-80.2,18101
75.65,1.198,-80.2,18107
75.57,1.198,-80.2,18113
75.5,1.199,-80.2,18119
75.42,1.199,-80.2,18123
75.35,1.2,-80.2,18130
75.27,1.203,-80.2,18135
75.19,1.207,-80.2,18142
75.11,1.207,-80.2,18148
75.03,1.208,-80.2,18154
74.95,1.21,-80.2,18161
74.88,1.211,-80.2,18167
74.81,1.213,-80.2,18173
74.73,1.214,-80.2,18177
74.66,1.217,-80.2,18176
74.58,1.225,-80.2,18184
74.5,1.234,-80.1,18192
74.42,1.238,-80.1,18201
74.34,1.241,-80.1,18209
74.27,1.245,-80.1,18217
74.19,1.248,-80.1,18219
74.12,1.252,-80.1,18219
74.05,1.263,-80.1,18226
73.97,1.278,-80.1,18233
73.9,1.284,-80.1,18240
73.82,1.29,-80.2,18247
73.75,1.296,-80.1,18254
73.67,1.302,-80.1,18257
73.59,1.305,-80,18263
73.52,1.307,-79.9,18267
73.44,1.313,-79.8,18274
73.36,1.318,-79.7,18281
73.28,1.324,-79.6,18288
73.21,1.329,-79.5,18294
73.13,1.34,-79.4,18299
73.05,1.365,-79.3,18306
72.98,1.372,-79.3,18310
72.9,1.379,-79.2,18316
72.83,1.386,-79.2,18322
72.76,1.393,-79.2,18328
72.68,1.399,-79.1,18334
72.61,1.406,-79.1,18340
72.54,1.414,-79.1,18346
72.47,1.427,-79,18350
72.4,1.428,-79,18355
72.32,1.435,-79,18361
72.25,1.45,-79,18367
72.18,1.465,-79,18373
72.11,1.48,-79,18379
72.04,1.495,-79,18384
71.97,1.509,-78.9,18391
71.9,1.519,-78.8,18396
71.83,1.523,-78.6,18400
71.75,1.549,-78.5,18406
71.68,1.559,-78.3,18412
71.61,1.568,-78.2,18418
71.53,1.578,-78.1,18425
71.46,1.587,-78,18431
71.38,1.597,-77.9,18437
71.31,1.623,-77.8,18442
71.23,1.646,-77.8,18448
71.16,1.659,-77.7,18454
71.08,1.683,-77.7,18460
71.01,1.708,-77.6,18467
70.93,1.732,-77.6,18473
70.86,1.757,-77.6,18479
70.79,1.781,-77.5,18484
70.72,1.794,-77.4,18489
70.65,1.808,-77.4,18497
70.58,1.896,-77.3,18502
70.52,1.906,-77.2,18506
70.45,1.909,-77.1,18511
70.38,1.911,-77,18515
70.31,1.914,-77,18520
70.24,1.916,-76.9,18527
70.17,1.927,-76.9,18535
70.09,1.952,-76.9,18541
70.02,1.975,-76.8,18548
69.95,1.996,-76.8,18554
69.87,2.018,-76.8,18560
69.8,2.04,-76.8,18566
69.73,2.062,-76.9,18569
69.66,2.087,-76.9,18575
69.59,2.105,-76.9,18581
69.52,2.113,-77,18588
69.44,2.118,-77,18594
69.37,2.123,-77.1,18601
69.3,2.128,-77.1,18608
69.23,2.134,-77.2,18613
69.16,2.141,-77.2,18620
69.08,2.162,-77.3,18623
69.01,2.176,-77.3,18627
68.93,2.184,-77.4,18630
68.85,2.191,-77.4,18643
68.76,2.206,-77.5,18655
68.68,2.227,-77.5,18659
68.59,2.242,-77.5,18665
68.5,2.254,-77.6,18672
68.42,2.26,-77.6,18680
68.34,2.263,-77.7,18687
68.27,2.266,-77.7,18694
68.19,2.268,-77.7,18701
68.13,2.271,-77.7,18706
68.07,2.274,-77.7,18712
68.01,2.282,-77.7,18716
67.96,2.287,-77.7,18719
67.91,2.288,-77.6,18722
67.86,2.289,-77.6,18725
67.81,2.29,-77.5,18729
67.76,2.292,-77.3,18735
67.71,2.299,-77.1,18738
67.65,2.315,-76.9,18742
67.59,2.324,-76.7,18748
67.52,2.329,-76.5,18755
67.46,2.329,-76.3,18761
67.4,2.33,-76.1,18768
67.33,2.331,-76,18771
67.27,2.337,-75.9,18777
67.22,2.349,-75.9,18783
67.16,2.349,-75.8,18785
67.1,2.349,-75.8,18790
67.04,2.349,-75.8,18796
66.99,2.349,-75.8,18802
66.93,2.349,-75.9,18808
66.88,2.35,-75.9,18811
66.82,2.35,-75.9,18811
66.77,2.334,-75.9,18821
66.71,2.325,-75.9,18826
66.65,2.324,-75.9,18830
66.59,2.322,-75.9,18835
66.53,2.321,-75.9,18839
66.47,2.318,-75.9,18844
66.41,2.311,-75.9,18850
66.35,2.31,-75.9,18856
66.29,2.31,-75.9,18862
66.23,2.31,-75.9,18868
66.17,2.31,-75.9,18874
66.11,2.31,-75.9,18880
66.06,2.31,-75.8,18880
66,2.31,-75.8,18885
65.95,2.31,-75.8,18890
65.89,2.31,-75.7,18896
65.83,2.31,-75.7,18901
65.78,2.31,-75.6,18907
65.72,2.31,-75.5,18912
65.66,2.31,-75.4,18918
65.61,2.31,-75.2,18921
65.55,2.31,-75,18926
65.5,2.328,-74.8,18931
65.45,2.365,-74.6,18936
65.39,2.366,-74.5,18940
65.34,2.367,-74.3,18945
65.29,2.368,-74.1,18949
65.23,2.37,-73.9,18953
65.17,2.371,-73.7,18959
65.12,2.372,-73.4,18966
65.06,2.407,-73.1,18971
65.01,2.413,-72.8,18975
64.95,2.437,-72.6,18980
64.9,2.464,-72.4,18984
64.84,2.491,-72.3,18991
64.79,2.518,-72.2,18994
64.74,2.538,-72.1,18998
64.69,2.545,-72.1,19003
64.63,2.56,-72,19010
64.58,2.577,-72,19015
64.52,2.59,-72,19019
64.47,2.593,-72.1,19023
64.41,2.593,-72.1,19028
64.36,2.594,-72.1,19032
64.3,2.595,-72.1,19039
64.24,2.656,-72.1,19045
64.19,2.676,-72.2,19051
64.13,2.701,-72.2,19054
64.07,2.716,-72.2,19060
64.02,2.728,-72.3,19066
63.96,2.741,-72.3,19072
63.91,2.755,-72.4,19075
63.85,2.764,-72.4,19078
63.8,2.77,-72.4,19084
63.74,2.789,-72.3,19090
63.69,2.81,-72.3,19096
63.64,2.825,-72.2,19101
63.58,2.831,-72.1,19106
63.53,2.831,-72,19110
63.48,2.832,-71.9,19115
63.43,2.832,-71.8,19120
63.38,2.833,-71.6,19125
63.33,2.833,-71.5,19127
63.27,2.837,-71.3,19134
63.22,2.866,-71.2,19137
63.17,2.899,-71.1,19143
63.11,2.915,-71,19149
63.05,2.936,-71,19155
63,2.957,-70.9,19161
62.95,2.978,-70.9,19167
62.89,2.998,-70.9,19169
62.84,3.015,-70.9,19175
62.79,3.023,-70.9,19178
62.74,3.051,-71,19184
62.68,3.094,-71,19189
62.63,3.102,-71,19195
62.58,3.11,-71.1,19201
62.52,3.118,-71,19199
62.47,3.125,-71,19210
62.41,3.141,-71,19217
62.36,3.17,-70.9,19220
62.3,3.172,-70.9,19225
62.25,3.173,-70.9,19231
62.2,3.175,-70.8,19236
62.14,3.176,-70.8,19242
62.09,3.177,-70.8,19245
62.03,3.186,-70.8,19248
61.98,3.216,-70.8,19255
61.92,3.223,-70.8,19263
61.87,3.23,-70.8,19268
61.81,3.237,-70.8,19273
61.76,3.243,-70.8,19278
61.7,3.25,-70.8,19284
61.65,3.264,-70.9,19285
61.59,3.306,-70.9,19291
61.54,3.311,-70.9,19298
61.48,3.315,-71,19304
61.42,3.319,-71,19310
61.37,3.323,-70.9,19316
61.31,3.333,-70.9,19322
61.26,3.406,-70.8,19326
61.2,3.43,-70.7,19331
61.15,3.43,-70.6,19336
61.1,3.431,-70.5,19341
61.05,3.432,-70.5,19346
61,3.432,-70.4,19351
60.95,3.433,-70.3,19355
60.9,3.433,-70.3,19360
60.85,3.434,-70.2,19365
60.8,3.434,-70.1,19368
60.75,3.465,-70,19373
60.7,3.556,-70,19380
60.65,3.58,-69.9,19384
60.6,3.588,-69.9,19388
60.54,3.596,-69.9,19395
60.49,3.624,-69.9,19403
60.43,3.648,-69.9,19407
60.38,3.656,-69.9,19411
60.32,3.68,-70,19419
60.27,3.686,-70,19420
60.21,3.69,-70.1,19429
60.16,3.703,-70.1,19432
60.1,3.705,-70.1,19437
60.04,3.725,-70.2,19444
59.99,3.732,-70.2,19451
59.93,3.735,-70.3,19458
59.88,3.738,-70.3,19461
59.82,3.754,-70.4,19467
59.77,3.762,-70.4,19472
59.72,3.774,-70.4,19476
59.67,3.789,-70.4,19481
59.62,3.793,-70.4,19487
59.57,3.793,-70.3,19492
59.52,3.793,-70.3,19494
59.47,3.802,-70.3,19501
59.42,3.807,-70.2,19507
59.36,3.808,-70.2,19514
59.31,3.808,-70.2,19520
59.26,3.807,-70.1,19523
59.21,3.807,-70.1,19525
59.15,3.807,-70.1,19531
59.1,3.807,-70.1,19537
59.04,3.807,-70.1,19545
58.99,3.807,-70.1,19552
58.94,3.807,-70.1,19560
58.89,3.807,-70.1,19562
58.84,3.812,-70,19563
58.79,3.822,-70,19567
58.74,3.829,-70,19573
58.69,3.831,-70,19580
58.64,3.833,-69.9,19586
58.58,3.838,-69.9,19591
58.53,3.844,-69.8,19596
58.47,3.86,-69.7,19601
58.42,3.878,-69.6,19607
58.37,3.882,-69.5,19613
58.32,3.885,-69.4,19619
58.27,3.889,-69.3,19625
58.22,3.893,-69.2,19624
58.17,3.911,-69.2,19632
58.11,3.94,-69.1,19638
58.06,3.95,-69.1,19643
58,3.975,-69,19649
57.95,3.989,-69,19656
57.89,3.99,-69,19662
57.83,3.991,-68.9,19669
57.77,3.992,-68.9,19673
57.71,3.998,-68.9,19680
57.64,4.015,-68.9,19686
57.58,4.03,-68.9,19694
57.52,4.044,-68.9,19701
57.47,4.058,-68.8,19709
57.41,4.072,-68.8,19712
57.36,4.08,-68.8,19716
57.3,4.09,-68.8,19723
57.25,4.124,-68.7,19728
57.2,4.158,-68.7,19734
57.15,4.168,-68.8,19738
57.1,4.183,-68.8,19744
57.05,4.186,-68.9,19749
57,4.188,-68.9,19754
56.94,4.191,-69,19760
56.89,4.194,-69.1,19765
56.84,4.197,-69.1,19771
56.78,4.198,-69.2,19778
56.73,4.199,-69.3,19784
56.67,4.2,-69.3,19790
56.62,4.201,-69.4,19793
56.57,4.201,-69.4,19799
56.51,4.201,-69.5,19806
56.46,4.201,-69.5,19811
56.4,4.201,-69.6,19817
56.35,4.201,-69.7,19823
56.29,4.201,-69.7,19829
56.24,4.201,-69.8,19836
56.18,4.201,-69.8,19842
56.12,4.201,-69.9,19843
56.07,4.196,-69.9,19852
56.01,4.196,-69.9,19860
55.95,4.153,-70,19866
55.89,4.15,-70,19872
55.84,4.15,-70.1,19878
55.78,4.149,-70.1,19884
55.72,4.149,-70.2,19890
55.66,4.149,-70.2,19895
55.61,4.149,-70.2,19902
55.55,4.149,-70.3,19909
55.5,4.149,-70.3,19914
55.44,4.149,-70.3,19919
55.39,4.149,-70.4,19925
55.34,4.149,-70.4,19931
55.28,4.149,-70.5,19937
55.23,4.149,-70.5,19942
55.17,4.149,-70.5,19948
55.12,4.149,-70.6,19953
55.06,4.149,-70.6,19958
55,4.159,-70.7,19966
54.94,4.164,-70.8,19973
54.88,4.165,-70.8,19981
54.81,4.165,-70.9,19988
54.75,4.166,-71,19996
54.7,4.166,-71,20003
54.64,4.167,-71.1,20008
54.58,4.167,-71.1,20009
54.53,4.167,-71.2,20016
54.47,4.167,-71.2,20023
54.41,4.167,-71.3,20030
54.36,4.167,-71.3,20038
54.3,4.167,-71.3,20043
54.24,4.165,-71.3,20049
54.18,4.163,-71.3,20056
54.13,4.163,-71.3,20061
54.07,4.163,-71.3,20068
54.02,4.164,-71.4,20074
53.96,4.164,-71.4,20080
53.91,4.165,-71.4,20087
53.86,4.166,-71.4,20093
53.81,4.166,-71.5,20092
53.75,4.161,-71.5,20100
53.7,4.155,-71.5,20108
53.64,4.157,-71.5,20115
53.59,4.161,-71.5,20122
53.53,4.166,-71.5,20130
53.48,4.171,-71.4,20134
53.43,4.174,-71.3,20139
53.38,4.188,-71.1,20143
53.33,4.214,-71,20149
53.28,4.217,-70.8,20155
53.23,4.219,-70.6,20161
53.18,4.222,-70.4,20167
53.13,4.224,-70.2,20170
53.08,4.227,-70.1,20178
53.03,4.236,-70,20181
52.99,4.252,-69.9,20187
52.94,4.255,-69.8,20194
52.9,4.264,-69.7,20200
52.85,4.275,-69.6,20203
52.8,4.289,-69.4,20206
52.75,4.304,-69.2,20208
52.7,4.315,-69,20218
52.64,4.321,-68.8,20227
52.59,4.375,-68.6,20235
52.53,4.493,-68.5,20240
52.48,4.505,-68.3,20246
52.43,4.517,-68.2,20251
52.38,4.53,-68.2,20256
52.33,4.542,-68.1,20261
52.28,4.561,-68.1,20268
52.23,4.61,-68,20276
52.18,4.65,-68,20280
52.14,4.67,-67.9,20283
52.1,4.685,-67.8,20289
52.05,4.701,-67.7,20296
52.01,4.718,-67.5,20300
51.97,4.759,-67.4,20303
51.93,4.764,-67.2,20308
51.9,4.779,-67,20312
51.86,4.782,-66.9,20315
51.82,4.795,-66.9,20320
51.78,4.796,-66.9,20326
51.74,4.796,-66.9,20331
51.7,4.796,-66.9,20336
51.66,4.796,-66.9,20341
51.61,4.796,-66.9,20344
51.57,4.803,-66.9,20347
51.53,4.979,-66.9,20356
51.49,5.047,-66.9,20360
51.44,5.054,-66.9,20365
51.4,5.057,-66.8,20370
51.36,5.06,-66.8,20375
51.32,5.063,-66.8,20381
51.29,5.066,-66.8,20386
51.25,5.069,-66.7,20385
51.21,5.098,-66.6,20391
51.17,5.127,-66.5,20397
51.13,5.133,-66.3,20402
51.09,5.134,-66.2,20407
51.05,5.135,-66,20412
51.02,5.136,-65.9,20417
50.98,5.138,-65.8,20422
50.94,5.139,-65.7,20420
50.9,5.261,-65.6,20426
50.86,5.295,-65.5,20432
50.82,5.304,-65.5,20438
50.77,5.313,-65.4,20444
50.73,5.322,-65.3,20450
50.68,5.331,-65.3,20456
50.63,5.34,-65.2,20462
50.59,5.348,-65.1,20467
50.54,5.432,-65,20473
50.5,5.472,-64.9,20478
50.45,5.472,-64.8,20483
50.41,5.472,-64.8,20488
50.36,5.472,-64.7,20494
50.32,5.472,-64.6,20499
50.28,5.472,-64.5,20505
50.23,5.472,-64.4,20510
50.19,5.472,-64.3,20515
50.15,5.472,-64.3,20521
50.1,5.471,-64.3,20526
50.06,5.471,-64.3,20528
50.01,5.552,-64.3,20536
49.97,5.637,-64.3,20543
49.93,5.656,-64.3,20551
49.89,5.676,-64.3,20550
49.85,5.687,-64.4,20556
49.8,5.69,-64.4,20562
49.76,5.692,-64.4,20568
49.72,5.695,-64.5,20573
49.68,5.698,-64.5,20573
49.64,5.758,-64.5,20584
49.6,5.874,-64.5,20589
49.55,5.899,-64.6,20592
49.51,5.899,-64.6,20598
49.47,5.9,-64.7,20603
49.42,5.901,-64.7,20609
49.37,5.901,-64.7,20614
49.33,5.902,-64.8,20620
49.28,5.903,-64.8,20627
49.23,5.914,-64.8,20634
49.18,5.942,-64.8,20639
49.14,5.952,-64.8,20644
49.09,5.953,-64.8,20650
49.04,5.955,-64.8,20656
48.99,5.956,-64.9,20662
48.93,5.957,-64.9,20666
48.88,5.96,-64.9,20675
48.82,5.964,-64.9,20685
48.76,5.968,-64.9,20692
48.71,5.972,-64.9,20699
48.65,5.977,-64.9,20706
48.59,5.981,-64.9,20712
48.54,5.985,-64.9,20719
48.48,5.989,-64.9,20726
48.43,5.994,-64.9,20733
48.37,5.998,-64.9,20740
48.32,6.002,-64.9,20747
48.27,6.006,-64.9,20754
48.22,6.011,-64.9,20761
48.17,6.015,-64.9,20768
48.12,6.025,-64.9,20773
48.07,6.123,-64.9,20777
48.02,6.128,-65,20784
47.97,6.128,-65.1,20790
47.93,6.128,-65.1,20796
47.88,6.128,-65.2,20802
47.83,6.128,-65.2,20809
47.77,6.128,-65.2,20815
