GPHeight,Pressure,O3PartialPressure,Temperature
31300,9.386666666666667,7.046,-57.5
31400,9.237272727272728,6.823818181818181,-57.7
31500,9.09,6.435,-57.5
31600,8.947777777777777,6.253333333333333,-57.6
31700,8.8,6.131,-56.8
31800,8.67125,6.060874999999999,-55.6
31900,8.540999999999999,6.0129,-54.01
32000,8.407142857142857,5.944,-53.0
32100,8.27,5.807636363636363,-53.1
32200,8.151428571428571,5.804142857142857,-53.15714285714286
32300,8.022,5.7484,-52.1
32400,7.9,5.694,-51.7
32500,7.776,5.607600000000001,-51.6
32600,7.658461538461538,5.465692307692308,-52.0
32700,7.539090909090909,5.394454545454545,-52.1
32800,7.421428571428572,5.328142857142858,-51.2
32900,7.309166666666666,5.230833333333334,-51.4
33000,7.2,5.169,-50.7
33100,7.096,5.0336,-50.06
33200,6.9911111111111115,5.0217777777777775,-49.422222222222224
33300,6.876666666666667,4.8806666666666665,-48.5
33400,6.77,4.844,-47.3
33500,6.666,4.8946,-46.46
33600,6.574,4.8942,-45.3
33700,6.48,4.797307692307692,-44.4
33800,6.38,4.689,-43.6
33900,6.284,4.6266,-42.64
34000,6.1866666666666665,4.542333333333334,-42.86666666666667
34100,6.1025,4.49625,-42.8
34200,6.01,4.363,-42.6
34300,5.92,4.216,-41.6
34400,5.83,4.142,-41.5
34500,5.76,4.095,-41.1
34600,5.669411764705882,4.0280588235294115,-40.8
34700,5.588,3.9708,-40.5
34800,5.5,3.8894545454545453,-39.845454545454544
34900,5.43,3.845,-39.4
35000,5.345555555555555,3.7375555555555557,-39.044444444444444
35100,5.272222222222222,3.6168888888888886,-39.3
35200,5.19,3.5286999999999997,-39.3
35300,5.12,3.455,-38.849999999999994
35400,5.04,3.407,-37.8
35500,4.97,3.3689999999999998,-37.4
35600,4.892222222222222,3.324333333333333,-36.233333333333334
35700,4.85,3.314,-35.9
35800,4.85,3.314,-35.9
